Geography,Geographic Area Name,Population, MedianIncome ,Pct100kPlus,TotalSalaryPopulation,100k+,125Kk+,150k+,200k+, MedianHomeValue ,PctRenter,TotalRentersPopulation,OwnerOccupied,RenterOccupied,PctBAPlus
860Z200US48103,ZCTA5 48103,"54,635"," $ 115,513.00 ",56.3%,"24,202","2,470","1,877","2,937","6,350"," $ 455,100.00 ",33.8%,"24,202","16,029",817300.00%,65.2%
860Z200US48104,ZCTA5 48104,"43,762"," $ 63,341.00 ",37.0%,"17,396","1,469",786,"1,296","2,892"," $ 481,600.00 ",63.9%,"17,396","6,284",1111200.00%,71.1%
860Z200US48105,ZCTA5 48105,"36,959"," $ 94,737.00 ",47.6%,"15,472","1,186","1,105","1,518","3,551"," $ 485,600.00 ",48.8%,15472,7925,754700.00%,71.5%
860Z200US48108,ZCTA5 48108,"27,472"," $ 80,425.00 ",40.9%,"12,105","1,139",882,"1,055","1,871"," $ 378,300.00 ",44.7%,"12,105","6,694",541100.00%,60.0%
860Z200US48109,ZCTA5 48109,"5,722",,0.0%,95,0,0,0,0,,100.0%,95,0,9500.00%,67.7%
860Z200US48111,ZCTA5 48111,"44,193"," $ 74,125.00 ",36.8%,"17,957","1,599","1,624","1,654","1,725"," $ 239,400.00 ",31.3%,17957,12335,562200.00%,26.3%
860Z200US48114,ZCTA5 48114,"21,476"," $ 118,581.00 ",59.4%,"7,915","1,033",753,"1,105","1,810"," $ 384,800.00 ",7.9%,7915,7291,62400.00%,45.0%
860Z200US48116,ZCTA5 48116,"27,817"," $ 109,606.00 ",54.0%,"11,534","1,322","1,084","1,837","1,981"," $ 355,800.00 ",14.3%,11534,9889,164500.00%,48.5%
860Z200US48117,ZCTA5 48117,"10,199"," $ 76,600.00 ",41.4%,"4,110",629,229,528,315," $ 276,600.00 ",11.4%,4110,3643,46700.00%,13.8%
860Z200US48118,ZCTA5 48118,"13,088"," $ 87,934.00 ",45.4%,"5,611",596,445,606,900," $ 348,500.00 ",20.7%,5611,4448,116300.00%,47.1%
860Z200US48120,ZCTA5 48120,"8,771"," $ 66,667.00 ",40.6%,"2,612",221,220,127,493," $ 236,800.00 ",61.8%,2612,999,161300.00%,34.5%
860Z200US48122,ZCTA5 48122,"12,605"," $ 41,356.00 ",18.1%,"4,328",131,355,96,203," $ 113,100.00 ",40.0%,4328,2597,173100.00%,14.9%
860Z200US48124,ZCTA5 48124,"34,156"," $ 78,353.00 ",36.3%,"13,900","1,414","1,165","1,385","1,083"," $ 192,100.00 ",19.9%,13900,11140,276000.00%,37.8%
860Z200US48125,ZCTA5 48125,"22,156"," $ 59,534.00 ",23.7%,"8,215",808,576,315,251," $ 119,300.00 ",30.5%,8215,5711,250400.00%,15.3%
860Z200US48126,ZCTA5 48126,"52,075"," $ 42,353.00 ",19.6%,"15,298","1,167",479,620,733," $ 200,600.00 ",43.0%,15298,8721,657700.00%,23.0%
860Z200US48127,ZCTA5 48127,"39,943"," $ 63,084.00 ",27.7%,"13,771",926,902,"1,224",767," $ 217,000.00 ",27.2%,13771,10022,374900.00%,26.5%
860Z200US48128,ZCTA5 48128,"12,844"," $ 98,362.00 ",48.7%,"4,466",717,360,516,583," $ 236,900.00 ",13.0%,4466,3887,57900.00%,42.4%
860Z200US48130,ZCTA5 48130,"16,849"," $ 131,875.00 ",65.8%,"6,151",863,525,"1,058","1,604"," $ 453,100.00 ",12.2%,6151,5403,74800.00%,62.6%
860Z200US48131,ZCTA5 48131,"8,306"," $ 81,386.00 ",35.7%,"3,608",400,252,403,233," $ 246,300.00 ",30.8%,3608,2495,111300.00%,31.1%
860Z200US48133,ZCTA5 48133,"6,711"," $ 65,867.00 ",29.2%,"2,414",272,110,136,188," $ 181,400.00 ",8.5%,2414,2209,20500.00%,18.8%
860Z200US48134,ZCTA5 48134,"24,472"," $ 88,821.00 ",43.1%,"9,284","1,173",661,"1,100","1,070"," $ 252,500.00 ",16.1%,9284,7786,149800.00%,24.3%
860Z200US48135,ZCTA5 48135,"26,910"," $ 64,396.00 ",29.3%,"11,015","1,212",924,738,354," $ 162,400.00 ",20.8%,11015,8725,229000.00%,14.4%
860Z200US48137,ZCTA5 48137,"4,293"," $ 82,813.00 ",36.8%,"1,933",237,108,257,109," $ 280,600.00 ",10.6%,1933,1728,20500.00%,24.3%
860Z200US48138,ZCTA5 48138,"10,603"," $ 124,934.00 ",63.5%,"4,233",572,442,580,"1,092"," $ 343,000.00 ",8.8%,4233,3860,37300.00%,42.9%
860Z200US48139,ZCTA5 48139,81," $ 65,298.00 ",0.0%,61,0,0,0,0," $ 177,100.00 ",24.6%,61,46,1500.00%,14.8%
860Z200US48140,ZCTA5 48140,"3,370"," $ 108,333.00 ",52.7%,"1,170",91,230,154,142," $ 246,000.00 ",6.6%,1170,1093,7700.00%,18.5%
860Z200US48141,ZCTA5 48141,"25,602"," $ 39,632.00 ",12.9%,"9,569",391,209,291,343," $ 75,700.00 ",54.2%,9569,4383,518600.00%,11.8%
860Z200US48143,ZCTA5 48143,145,,100.0%,43,0,0,32,11,,0.0%,43,43,0.00%,92.8%
860Z200US48144,ZCTA5 48144,"10,275"," $ 97,371.00 ",49.5%,"4,106",473,605,421,535," $ 241,200.00 ",5.8%,4106,3866,24000.00%,29.7%
860Z200US48145,ZCTA5 48145,"2,917"," $ 80,357.00 ",33.1%,"1,242",126,130,59,96," $ 227,700.00 ",18.4%,1242,1014,22800.00%,20.4%
860Z200US48146,ZCTA5 48146,"39,511"," $ 57,183.00 ",20.8%,"15,048","1,284",799,604,443," $ 117,400.00 ",30.2%,15048,10509,453900.00%,10.9%
860Z200US48150,ZCTA5 48150,"26,749"," $ 94,058.00 ",45.2%,"10,516","1,411","1,133","1,340",869," $ 228,600.00 ",11.4%,10516,9315,120100.00%,34.4%
860Z200US48152,ZCTA5 48152,"30,394"," $ 89,019.00 ",44.8%,"12,493","1,270","1,253","1,648","1,426"," $ 284,300.00 ",17.8%,12493,10275,221800.00%,37.8%
860Z200US48154,ZCTA5 48154,"36,915"," $ 103,763.00 ",52.0%,"14,707","1,888","1,662","2,315","1,778"," $ 285,800.00 ",8.8%,14707,13409,129800.00%,41.8%
860Z200US48157,ZCTA5 48157,"1,204"," $ 51,830.00 ",24.5%,603,64,21,37,26," $ 176,000.00 ",20.7%,603,478,12500.00%,19.0%
860Z200US48158,ZCTA5 48158,"7,688"," $ 97,692.00 ",47.7%,"3,110",337,259,400,487," $ 298,100.00 ",11.4%,3110,2754,35600.00%,35.3%
860Z200US48159,ZCTA5 48159,"2,637"," $ 69,191.00 ",37.1%,"1,077",133,111,96,60," $ 236,300.00 ",16.2%,1077,903,17400.00%,14.1%
860Z200US48160,ZCTA5 48160,"14,308"," $ 99,383.00 ",49.6%,"4,948",814,400,687,553," $ 251,800.00 ",18.3%,4948,4041,90700.00%,29.3%
860Z200US48161,ZCTA5 48161,"26,556"," $ 65,517.00 ",29.7%,"11,434","1,303",554,880,656," $ 173,200.00 ",25.1%,11434,8560,287400.00%,18.6%
860Z200US48162,ZCTA5 48162,"28,275"," $ 68,801.00 ",33.5%,"11,807",987,842,"1,356",769," $ 192,200.00 ",23.4%,11807,9049,275800.00%,22.8%
860Z200US48164,ZCTA5 48164,"9,577"," $ 111,173.00 ",57.5%,"3,465",597,391,474,529," $ 313,700.00 ",4.9%,3465,3294,17100.00%,23.5%
860Z200US48165,ZCTA5 48165,"9,141"," $ 105,511.00 ",52.2%,"3,358",395,272,459,627," $ 352,300.00 ",23.9%,3358,2556,80200.00%,49.4%
860Z200US48166,ZCTA5 48166,"13,746"," $ 70,923.00 ",35.6%,"4,978",567,276,513,418," $ 217,000.00 ",19.0%,4978,4034,94400.00%,16.8%
860Z200US48167,ZCTA5 48167,"23,281"," $ 118,378.00 ",56.0%,"10,104",896,"1,114","1,139","2,514"," $ 430,500.00 ",27.2%,10104,7356,274800.00%,55.4%
860Z200US48168,ZCTA5 48168,"25,039"," $ 173,671.00 ",74.2%,"8,955",738,757,"1,234","3,918"," $ 546,300.00 ",8.8%,8955,8167,78800.00%,64.5%
860Z200US48169,ZCTA5 48169,"21,080"," $ 108,886.00 ",55.6%,"8,298","1,162",905,"1,096","1,450"," $ 344,500.00 ",8.9%,8298,7560,73800.00%,37.6%
860Z200US48170,ZCTA5 48170,"40,573"," $ 109,442.00 ",54.7%,"17,370","1,889","1,642","1,856","4,114"," $ 400,800.00 ",21.5%,17370,13637,373300.00%,54.9%
860Z200US48173,ZCTA5 48173,"12,984"," $ 90,510.00 ",43.9%,"5,121",787,425,618,418," $ 232,600.00 ",16.1%,5121,4298,82300.00%,23.0%
860Z200US48174,ZCTA5 48174,"31,809"," $ 65,675.00 ",29.0%,"12,095","1,279",968,891,375," $ 151,500.00 ",25.2%,12095,9048,304700.00%,17.0%
860Z200US48176,ZCTA5 48176,"23,325"," $ 110,987.00 ",52.7%,"8,739",704,789,"1,433","1,683"," $ 384,700.00 ",15.8%,8739,7354,138500.00%,55.4%
860Z200US48177,ZCTA5 48177,464," $ 85,905.00 ",39.1%,169,59,7,0,0," $ 181,500.00 ",0.0%,169,169,0.00%,8.8%
860Z200US48178,ZCTA5 48178,"37,303"," $ 130,781.00 ",61.4%,"13,920","1,380","1,027","2,222","3,917"," $ 392,300.00 ",8.6%,13920,12723,119700.00%,49.9%
860Z200US48179,ZCTA5 48179,"3,353"," $ 78,750.00 ",44.1%,"1,374",208,50,190,158," $ 232,900.00 ",22.1%,1374,1071,30300.00%,18.3%
860Z200US48180,ZCTA5 48180,"62,405"," $ 59,537.00 ",24.3%,"25,256","2,306","1,474","1,356",996," $ 141,200.00 ",34.2%,25256,16630,862600.00%,15.5%
860Z200US48182,ZCTA5 48182,"20,705"," $ 83,155.00 ",40.8%,"8,361",842,772,"1,120",676," $ 239,800.00 ",16.9%,8361,6946,141500.00%,28.5%
860Z200US48183,ZCTA5 48183,"41,863"," $ 82,020.00 ",38.0%,"17,390","1,830","1,870","1,654","1,256"," $ 214,000.00 ",23.5%,17390,13312,407800.00%,25.2%
860Z200US48184,ZCTA5 48184,"17,436"," $ 54,572.00 ",22.2%,"7,077",703,428,246,194," $ 142,400.00 ",42.1%,7077,4099,297800.00%,15.2%
860Z200US48185,ZCTA5 48185,"48,364"," $ 59,085.00 ",23.6%,"22,200","1,893","1,197","1,466",694," $ 183,500.00 ",43.7%,22200,12500,970000.00%,21.7%
860Z200US48186,ZCTA5 48186,"35,791"," $ 67,203.00 ",27.6%,"13,443","1,485","1,048",586,591," $ 167,600.00 ",31.1%,13443,9267,417600.00%,18.9%
860Z200US48187,ZCTA5 48187,"52,710"," $ 117,980.00 ",58.0%,"19,413","2,163","1,910","3,299","3,888"," $ 341,400.00 ",27.3%,19413,14105,530800.00%,50.1%
860Z200US48188,ZCTA5 48188,"45,522"," $ 118,037.00 ",57.3%,"16,328","1,849","1,343","2,210","3,950"," $ 356,700.00 ",17.6%,16328,13453,287500.00%,52.3%
860Z200US48189,ZCTA5 48189,"13,748"," $ 82,433.00 ",42.8%,"5,989",650,446,650,820," $ 286,200.00 ",20.6%,5989,4755,123400.00%,36.2%
860Z200US48190,ZCTA5 48190,108," $ 74,732.00 ",33.3%,51,0,8,9,0," $ 219,600.00 ",0.0%,51,51,0.00%,40.7%
860Z200US48191,ZCTA5 48191,"4,253"," $ 98,106.00 ",48.4%,"1,606",175,152,103,348," $ 275,500.00 ",11.5%,1606,1421,18500.00%,21.9%
860Z200US48192,ZCTA5 48192,"24,593"," $ 67,846.00 ",30.1%,"10,718","1,256",797,712,465," $ 159,700.00 ",26.5%,10718,7876,284200.00%,20.2%
860Z200US48193,ZCTA5 48193,"16,485"," $ 72,894.00 ",34.1%,"6,330",617,507,414,619," $ 205,400.00 ",34.6%,6330,4142,218800.00%,23.6%
860Z200US48195,ZCTA5 48195,"29,551"," $ 64,635.00 ",27.1%,"12,352","1,089",726,794,736," $ 165,400.00 ",33.8%,12352,8174,417800.00%,20.7%
860Z200US48197,ZCTA5 48197,"65,911"," $ 70,913.00 ",35.3%,"27,315","2,774","2,011","2,606","2,255"," $ 274,100.00 ",46.5%,27315,14606,1270900.00%,44.7%
860Z200US48198,ZCTA5 48198,"39,507"," $ 63,678.00 ",27.7%,"16,477","1,845",992,"1,064",671," $ 178,300.00 ",41.4%,"16,477","9,651",682600.00%,33.0%
860Z200US48201,ZCTA5 48201,"14,327"," $ 24,392.00 ",14.3%,"7,873",284,213,298,328," $ 401,500.00 ",88.7%,7873,887,698600.00%,32.5%
860Z200US48202,ZCTA5 48202,"14,792"," $ 36,536.00 ",18.5%,"7,437",550,230,247,346," $ 193,700.00 ",69.9%,7437,2241,519600.00%,35.5%
860Z200US48203,ZCTA5 48203,"20,472"," $ 35,108.00 ",13.6%,"8,544",437,285,174,264," $ 76,100.00 ",51.2%,8544,4173,437100.00%,18.4%
860Z200US48204,ZCTA5 48204,"19,723"," $ 32,875.00 ",8.3%,"8,583",299,185,171,56," $ 53,600.00 ",47.5%,8583,4502,408100.00%,10.2%
860Z200US48205,ZCTA5 48205,"32,466"," $ 40,612.00 ",9.4%,"12,759",526,253,209,209," $ 55,700.00 ",58.4%,12759,5302,745700.00%,8.4%
860Z200US48206,ZCTA5 48206,"16,447"," $ 43,702.00 ",18.1%,"6,577",380,240,275,298," $ 102,300.00 ",48.7%,6577,3375,320200.00%,23.0%
860Z200US48207,ZCTA5 48207,"20,068"," $ 44,561.00 ",21.8%,"11,277",694,805,389,569," $ 193,800.00 ",74.2%,11277,2910,836700.00%,32.7%
860Z200US48208,ZCTA5 48208,"7,904"," $ 29,742.00 ",21.7%,"3,944",263,108,267,216," $ 186,700.00 ",65.2%,3944,1372,257200.00%,25.7%
860Z200US48209,ZCTA5 48209,"27,534"," $ 42,152.00 ",11.9%,"9,111",405,210,399,74," $ 82,800.00 ",41.5%,9111,5334,377700.00%,9.2%
860Z200US48210,ZCTA5 48210,"26,925"," $ 38,900.00 ",11.0%,"8,200",359,318,95,130," $ 60,100.00 ",42.7%,8200,4696,350400.00%,9.0%
860Z200US48211,ZCTA5 48211,"5,556"," $ 33,347.00 ",8.5%,"1,684",52,49,7,35," $ 66,900.00 ",55.3%,1684,752,93200.00%,15.9%
860Z200US48212,ZCTA5 48212,"42,587"," $ 37,293.00 ",12.7%,"11,849",863,197,252,195," $ 98,200.00 ",38.9%,11849,7238,461100.00%,15.9%
860Z200US48213,ZCTA5 48213,"19,869"," $ 33,755.00 ",11.1%,"7,528",402,259,115,61," $ 52,100.00 ",40.1%,7528,4511,301700.00%,7.2%
860Z200US48214,ZCTA5 48214,"19,014"," $ 34,807.00 ",19.0%,"9,677",597,346,396,496," $ 120,500.00 ",57.5%,9677,4108,556900.00%,24.2%
860Z200US48215,ZCTA5 48215,"10,238"," $ 33,741.00 ",14.3%,"4,362",181,109,157,176," $ 105,400.00 ",51.0%,4362,2138,222400.00%,18.6%
860Z200US48216,ZCTA5 48216,"5,681"," $ 42,278.00 ",19.1%,"2,708",172,115,70,160," $ 225,300.00 ",64.4%,2708,965,174300.00%,35.8%
860Z200US48217,ZCTA5 48217,"6,437"," $ 46,671.00 ",18.1%,"2,675",208,193,17,65," $ 45,100.00 ",39.8%,2675,1611,106400.00%,11.5%
860Z200US48218,ZCTA5 48218,"7,096"," $ 32,683.00 ",9.6%,"3,078",61,44,135,56," $ 56,100.00 ",47.1%,3078,1628,145000.00%,6.9%
860Z200US48219,ZCTA5 48219,"45,788"," $ 43,882.00 ",15.2%,"17,939","1,267",546,641,273," $ 84,500.00 ",43.5%,17939,10144,779500.00%,13.0%
860Z200US48220,ZCTA5 48220,"21,502"," $ 86,095.00 ",40.2%,"11,242","1,271",834,"1,479",939," $ 229,700.00 ",35.5%,11242,7254,398800.00%,49.6%
860Z200US48221,ZCTA5 48221,"41,750"," $ 55,583.00 ",23.7%,"15,472",944,873,789,"1,062"," $ 138,700.00 ",34.9%,15472,10065,540700.00%,27.3%
860Z200US48223,ZCTA5 48223,"24,262"," $ 42,324.00 ",18.7%,"9,248",823,485,321,97," $ 87,700.00 ",44.5%,9248,5133,411500.00%,18.2%
860Z200US48224,ZCTA5 48224,"38,771"," $ 42,963.00 ",18.9%,"13,471","1,165",567,470,342," $ 77,900.00 ",45.9%,13471,7293,617800.00%,14.2%
860Z200US48225,ZCTA5 48225,"16,328"," $ 59,248.00 ",24.8%,"5,925",491,371,438,169," $ 140,800.00 ",35.8%,5925,3802,212300.00%,22.3%
860Z200US48226,ZCTA5 48226,"6,893"," $ 69,813.00 ",33.8%,"4,149",615,175,221,391," $ 307,700.00 ",90.9%,4149,378,377100.00%,43.2%
860Z200US48227,ZCTA5 48227,"39,474"," $ 36,221.00 ",11.5%,"15,514",893,367,296,223," $ 70,900.00 ",43.5%,15514,8773,674100.00%,11.3%
860Z200US48228,ZCTA5 48228,"52,719"," $ 31,485.00 ",10.9%,"18,979",903,560,459,143," $ 55,100.00 ",50.3%,18979,9430,954900.00%,10.6%
860Z200US48229,ZCTA5 48229,"9,166"," $ 45,148.00 ",10.6%,"3,585",159,55,107,60," $ 59,300.00 ",35.2%,3585,2323,126200.00%,8.8%
860Z200US48230,ZCTA5 48230,"17,330"," $ 131,155.00 ",63.3%,"6,891",790,451,949,"2,173"," $ 448,200.00 ",22.3%,6891,5355,153600.00%,63.4%
860Z200US48233,ZCTA5 48233,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US48234,ZCTA5 48234,"32,406"," $ 36,473.00 ",12.1%,"12,293",776,280,272,160," $ 57,100.00 ",45.5%,12293,6704,558900.00%,10.6%
860Z200US48235,ZCTA5 48235,"46,960"," $ 41,011.00 ",13.2%,"18,562",724,473,951,303," $ 79,400.00 ",43.6%,18562,10460,810200.00%,14.0%
860Z200US48236,ZCTA5 48236,"31,383"," $ 130,776.00 ",60.7%,"12,596","1,058","1,117","1,951","3,520"," $ 353,000.00 ",8.7%,12596,11496,110000.00%,58.2%
860Z200US48237,ZCTA5 48237,"29,370"," $ 65,882.00 ",28.5%,"12,722","1,279","1,041",726,585," $ 198,500.00 ",40.7%,12722,7544,517800.00%,37.5%
860Z200US48238,ZCTA5 48238,"24,569"," $ 30,286.00 ",8.9%,"10,289",336,181,206,192," $ 58,700.00 ",52.9%,10289,4842,544700.00%,12.0%
860Z200US48239,ZCTA5 48239,"37,039"," $ 69,373.00 ",30.1%,"14,178","1,602","1,040",942,680," $ 145,900.00 ",21.7%,14178,11102,307600.00%,22.0%
860Z200US48240,ZCTA5 48240,"17,097"," $ 57,970.00 ",19.9%,"6,859",709,329,131,198," $ 120,700.00 ",25.8%,6859,5089,177000.00%,21.4%
860Z200US48242,ZCTA5 48242,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US48243,ZCTA5 48243,0,,,0,0,0,0,0,,,0,0,0.00%,
860Z200US48301,ZCTA5 48301,"14,749"," $ 163,571.00 ",68.7%,"5,748",449,399,643,"2,459"," $ 670,600.00 ",12.9%,5748,5004,74400.00%,64.7%
860Z200US48302,ZCTA5 48302,"17,346"," $ 175,698.00 ",69.9%,"6,692",525,421,766,"2,968"," $ 624,200.00 ",13.0%,6692,5823,86900.00%,59.6%
860Z200US48304,ZCTA5 48304,"17,436"," $ 140,700.00 ",63.3%,"6,670",506,536,765,"2,413"," $ 481,500.00 ",11.7%,6670,5891,77900.00%,64.2%
860Z200US48306,ZCTA5 48306,"27,831"," $ 165,545.00 ",77.3%,"9,666",988,"1,049","1,749","3,689"," $ 522,200.00 ",6.5%,9666,9039,62700.00%,66.8%
860Z200US48307,ZCTA5 48307,"44,267"," $ 105,118.00 ",52.1%,"18,447","2,235","1,908","2,052","3,420"," $ 329,400.00 ",32.3%,18447,12486,596100.00%,55.7%
860Z200US48309,ZCTA5 48309,"30,254"," $ 117,788.00 ",58.3%,"11,121","1,215","1,178","1,368","2,718"," $ 394,700.00 ",18.6%,11121,9052,206900.00%,59.3%
860Z200US48310,ZCTA5 48310,"43,218"," $ 77,851.00 ",36.8%,"14,854","2,050","1,227","1,308",874," $ 263,100.00 ",21.1%,14854,11717,313700.00%,27.1%
860Z200US48312,ZCTA5 48312,"35,026"," $ 71,266.00 ",33.5%,"13,856","1,455",984,"1,238",961," $ 253,700.00 ",24.7%,13856,10437,341900.00%,29.7%
860Z200US48313,ZCTA5 48313,"33,850"," $ 87,292.00 ",44.9%,"13,615","1,992","1,535","1,693",892," $ 248,800.00 ",25.8%,13615,10107,350800.00%,31.0%
860Z200US48314,ZCTA5 48314,"21,379"," $ 80,383.00 ",34.9%,"9,082",554,498,"1,075","1,047"," $ 309,700.00 ",23.0%,9082,6991,209100.00%,32.5%
860Z200US48315,ZCTA5 48315,"28,428"," $ 99,512.00 ",49.8%,"11,119",879,984,"1,741","1,928"," $ 357,700.00 ",12.8%,11119,9693,142600.00%,31.0%
860Z200US48316,ZCTA5 48316,"28,355"," $ 101,232.00 ",50.9%,"11,518","1,371","1,313","1,367","1,808"," $ 362,100.00 ",19.8%,11518,9239,227900.00%,41.0%
860Z200US48317,ZCTA5 48317,"27,998"," $ 72,465.00 ",31.5%,"12,294","1,151",889,"1,163",669," $ 248,700.00 ",42.7%,12294,7043,525100.00%,30.1%
860Z200US48320,ZCTA5 48320,"4,257"," $ 77,700.00 ",39.1%,"2,072",174,128,146,362," $ 317,900.00 ",26.7%,2072,1519,55300.00%,43.5%
860Z200US48322,ZCTA5 48322,"33,197"," $ 118,001.00 ",57.0%,"12,843","1,258","1,169","1,667","3,225"," $ 374,000.00 ",23.8%,12843,9780,306300.00%,50.6%
860Z200US48323,ZCTA5 48323,"17,043"," $ 139,418.00 ",61.2%,"6,163",442,446,666,"2,219"," $ 467,000.00 ",9.4%,6163,5584,57900.00%,52.0%
860Z200US48324,ZCTA5 48324,"16,631"," $ 148,750.00 ",65.2%,"6,377",556,436,959,"2,208"," $ 407,500.00 ",8.1%,6377,5858,51900.00%,49.9%
860Z200US48326,ZCTA5 48326,"24,488"," $ 79,468.00 ",40.7%,"11,347","1,345",995,"1,270","1,006"," $ 235,300.00 ",48.5%,11347,5842,550500.00%,45.2%
860Z200US48327,ZCTA5 48327,"20,843"," $ 75,512.00 ",35.3%,"9,467","1,143",606,809,787," $ 241,600.00 ",28.3%,9467,6787,268000.00%,31.2%
860Z200US48328,ZCTA5 48328,"25,409"," $ 69,788.00 ",31.9%,"11,326","1,231",623,774,981," $ 210,800.00 ",34.1%,11326,7466,386000.00%,26.2%
860Z200US48329,ZCTA5 48329,"24,022"," $ 85,777.00 ",41.4%,"9,919","1,179",838,"1,187",904," $ 245,800.00 ",10.1%,9919,8918,100100.00%,27.9%
860Z200US48331,ZCTA5 48331,"22,033"," $ 121,101.00 ",59.8%,"8,946","1,007",802,"1,465","2,078"," $ 383,200.00 ",23.6%,8946,6835,211100.00%,58.9%
860Z200US48334,ZCTA5 48334,"19,218"," $ 98,937.00 ",49.5%,"8,098",796,923,"1,151","1,142"," $ 327,200.00 ",38.1%,8098,5011,308700.00%,54.8%
860Z200US48335,ZCTA5 48335,"24,298"," $ 96,359.00 ",48.4%,"11,147","1,390",726,"1,694","1,580"," $ 366,500.00 ",56.3%,11147,4871,627600.00%,62.8%
860Z200US48336,ZCTA5 48336,"26,920"," $ 85,325.00 ",41.4%,"11,570","1,071",934,"1,462","1,328"," $ 247,600.00 ",27.3%,11570,8416,315400.00%,41.8%
860Z200US48340,ZCTA5 48340,"25,696"," $ 46,474.00 ",16.2%,"11,276","1,034",415,308,72," $ 105,800.00 ",56.6%,11276,4897,637900.00%,13.9%
860Z200US48341,ZCTA5 48341,"19,060"," $ 46,185.00 ",18.9%,"7,684",558,327,270,298," $ 124,600.00 ",49.1%,7684,3914,377000.00%,22.0%
860Z200US48342,ZCTA5 48342,"17,227"," $ 33,750.00 ",12.4%,"6,683",414,236,36,145," $ 90,600.00 ",61.8%,6683,2556,412700.00%,9.2%
860Z200US48346,ZCTA5 48346,"22,954"," $ 97,857.00 ",48.8%,"9,508","1,347",663,"1,173","1,457"," $ 295,200.00 ",29.1%,9508,6739,276900.00%,37.1%
860Z200US48348,ZCTA5 48348,"24,892"," $ 131,586.00 ",61.3%,"8,898",778,784,"1,247","2,649"," $ 421,300.00 ",7.1%,8898,8266,63200.00%,47.6%
860Z200US48350,ZCTA5 48350,"7,866"," $ 108,568.00 ",54.3%,"2,807",361,370,308,484," $ 351,600.00 ",14.3%,2807,2406,40100.00%,35.6%
860Z200US48353,ZCTA5 48353,"6,850"," $ 97,163.00 ",49.4%,"2,948",506,215,302,433," $ 290,900.00 ",6.8%,2948,2748,20000.00%,29.7%
860Z200US48356,ZCTA5 48356,"8,017"," $ 103,708.00 ",52.7%,"3,115",439,393,454,357," $ 314,500.00 ",8.5%,3115,2851,26400.00%,37.0%
860Z200US48357,ZCTA5 48357,"8,523"," $ 94,656.00 ",48.8%,"3,147",364,318,338,516," $ 327,100.00 ",13.6%,3147,2719,42800.00%,26.6%
860Z200US48359,ZCTA5 48359,"10,424"," $ 94,618.00 ",47.9%,"4,287",326,396,712,621," $ 329,500.00 ",30.1%,4287,2997,129000.00%,50.1%
860Z200US48360,ZCTA5 48360,"12,250"," $ 135,701.00 ",62.0%,"4,731",351,541,889,"1,152"," $ 362,400.00 ",11.9%,4731,4169,56200.00%,59.4%
860Z200US48362,ZCTA5 48362,"14,746"," $ 108,667.00 ",52.9%,"5,970",659,617,828,"1,054"," $ 313,600.00 ",14.2%,5970,5125,84500.00%,42.5%
860Z200US48363,ZCTA5 48363,"7,434"," $ 173,056.00 ",68.4%,"2,402",152,130,477,885," $ 568,400.00 ",3.5%,2402,2317,8500.00%,52.9%
860Z200US48367,ZCTA5 48367,"4,548"," $ 104,000.00 ",51.9%,"1,626",205,161,163,315," $ 386,500.00 ",5.7%,1626,1534,9200.00%,34.2%
860Z200US48370,ZCTA5 48370,"1,845"," $ 121,417.00 ",54.4%,544,37,50,57,152," $ 393,400.00 ",1.7%,544,535,900.00%,46.5%
860Z200US48371,ZCTA5 48371,"26,120"," $ 108,983.00 ",54.1%,"9,651",958,"1,106","1,403","1,756"," $ 352,500.00 ",11.6%,9651,8532,111900.00%,40.5%
860Z200US48374,ZCTA5 48374,"17,828"," $ 185,203.00 ",75.4%,"5,560",339,506,752,"2,593"," $ 551,500.00 ",9.3%,5560,5042,51800.00%,65.0%
860Z200US48375,ZCTA5 48375,"23,927"," $ 112,978.00 ",56.3%,"9,955","1,072","1,062","1,489","1,977"," $ 348,900.00 ",28.9%,9955,7077,287800.00%,60.7%
860Z200US48377,ZCTA5 48377,"19,775"," $ 83,368.00 ",39.8%,"9,117","1,147",737,674,"1,071"," $ 332,000.00 ",49.5%,9117,4608,450900.00%,48.6%
860Z200US48380,ZCTA5 48380,"7,501"," $ 133,224.00 ",63.2%,"2,649",274,249,430,722," $ 438,700.00 ",0.3%,2649,2640,900.00%,41.9%
860Z200US48381,ZCTA5 48381,"13,737"," $ 103,156.00 ",51.9%,"5,449",551,508,471,"1,300"," $ 386,800.00 ",18.7%,5449,4428,102100.00%,43.2%
860Z200US48382,ZCTA5 48382,"23,550"," $ 132,602.00 ",63.7%,"8,550","1,039",813,"1,244","2,354"," $ 404,700.00 ",7.7%,8550,7895,65500.00%,46.6%
860Z200US48383,ZCTA5 48383,"13,291"," $ 98,617.00 ",48.6%,"4,855",532,486,517,825," $ 305,300.00 ",5.4%,4855,4595,26000.00%,33.4%
860Z200US48386,ZCTA5 48386,"17,860"," $ 90,805.00 ",42.0%,"7,341",695,590,897,898," $ 295,000.00 ",17.5%,7341,6057,128400.00%,32.2%
860Z200US48390,ZCTA5 48390,"24,118"," $ 89,411.00 ",45.0%,"10,541","1,251",837,"1,239","1,418"," $ 287,900.00 ",26.9%,10541,7710,283100.00%,40.8%
