Zip,Name,MedianIncome,PctHH_100kPlus,PctRenters,Population,AcsYear,Dataset,FetchedAtUtc,Status,ErrorMessage,RentersCount,OccupiedCount,HHCount_100kPlus,HHCountTotal
17057,ZCTA5 17057,70536,46.810,31.847,23143,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3165,9938,4652,9938
17058,ZCTA5 17058,48625,33.221,44.013,1609,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,261,593,197,593
17059,ZCTA5 17059,62237,39.912,30.298,7524,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,895,2954,1179,2954
17060,ZCTA5 17060,69167,44.010,13.802,1182,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,53,384,169,384
17061,ZCTA5 17061,57031,39.836,26.126,6825,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,766,2932,1168,2932
17062,ZCTA5 17062,89432,58.816,12.651,4093,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,188,1486,874,1486
17063,ZCTA5 17063,70928,42.337,13.294,3191,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,157,1181,500,1181
17064,ZCTA5 17064,123333,73.881,11.940,738,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,32,268,198,268
17065,ZCTA5 17065,79769,54.042,24.634,4043,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,387,1571,849,1571
17066,ZCTA5 17066,47656,30.154,36.224,5131,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,752,2076,626,2076
17067,ZCTA5 17067,78125,51.280,24.680,15985,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1465,5936,3044,5936
17068,ZCTA5 17068,82917,54.382,13.025,4384,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,217,1666,906,1666
17069,ZCTA5 17069,75000,50.000,38.679,237,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,41,106,53,106
17070,ZCTA5 17070,91100,60.162,23.574,16891,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1719,7292,4387,7292
17071,ZCTA5 17071,60972,27.273,38.182,129,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,21,55,15,55
17073,ZCTA5 17073,93346,68.671,17.716,6064,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,380,2145,1473,2145
17074,ZCTA5 17074,78837,53.410,25.574,7075,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,735,2874,1535,2874
17075,ZCTA5 17075,74688,49.123,26.316,129,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,15,57,28,57
17076,ZCTA5 17076,,100.000,0.000,128,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,40,40,40
17077,ZCTA5 17077,,40.000,76.000,74,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,19,25,10,25
17078,ZCTA5 17078,84533,57.839,30.096,23798,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2749,9134,5283,9134
17080,ZCTA5 17080,60000,37.037,20.370,248,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,22,108,40,108
17081,ZCTA5 17081,74205,47.518,0.000,283,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,141,67,141
17082,ZCTA5 17082,71743,47.507,21.825,2985,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,232,1063,505,1063
17084,ZCTA5 17084,73837,48.889,20.833,4665,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,375,1800,880,1800
17086,ZCTA5 17086,65795,40.602,27.945,1996,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,223,798,324,798
17087,ZCTA5 17087,91510,59.499,15.700,2444,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,138,879,523,879
17088,ZCTA5 17088,110260,62.948,33.865,503,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,85,251,158,251
17090,ZCTA5 17090,84083,56.342,19.241,5342,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,446,2318,1306,2318
17093,ZCTA5 17093,73823,24.348,8.406,752,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,29,345,84,345
17094,ZCTA5 17094,63900,44.030,20.362,2598,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,191,938,413,938
17097,ZCTA5 17097,65227,44.898,18.367,738,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,54,294,132,294
17098,ZCTA5 17098,63071,40.575,25.853,2521,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,288,1114,452,1114
17099,ZCTA5 17099,63063,23.719,23.150,1122,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,122,527,125,527
17101,ZCTA5 17101,70100,28.864,98.949,2678,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1978,1999,577,1999
17102,ZCTA5 17102,55369,39.772,64.455,8177,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2943,4566,1816,4566
17103,ZCTA5 17103,41383,27.044,59.253,12774,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2776,4685,1267,4685
17104,ZCTA5 17104,42113,24.484,59.561,19401,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4644,7797,1909,7797
17109,ZCTA5 17109,70618,45.507,47.243,27422,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5200,11007,5009,11007
17110,ZCTA5 17110,79499,52.810,37.884,26401,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4348,11477,6061,11477
17111,ZCTA5 17111,84314,56.028,32.504,35818,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4691,14432,8086,14432
17112,ZCTA5 17112,101784,67.133,16.150,38970,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2538,15715,10550,15715
17113,ZCTA5 17113,60554,38.183,40.258,11786,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1901,4722,1803,4722
17120,ZCTA5 17120,,,,0,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
17201,ZCTA5 17201,59645,36.650,51.642,27575,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,6290,12180,4464,12180
17202,ZCTA5 17202,94366,60.100,19.618,32772,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2421,12341,7417,12341
17210,ZCTA5 17210,,41.935,11.828,167,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,11,93,39,93
17211,ZCTA5 17211,52500,34.066,15.385,393,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,28,182,62,182
17212,ZCTA5 17212,82434,63.137,10.588,750,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,27,255,161,255
17213,ZCTA5 17213,74594,47.234,14.468,576,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,34,235,111,235
17214,ZCTA5 17214,58750,37.009,45.047,1162,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,241,535,198,535
17215,ZCTA5 17215,66364,35.000,6.667,121,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4,60,21,60
17217,ZCTA5 17217,74500,47.619,19.048,141,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,8,42,20,42
17219,ZCTA5 17219,,25.806,4.435,444,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,11,248,64,248
17220,ZCTA5 17220,65298,39.306,10.405,398,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,18,173,68,173
17221,ZCTA5 17221,62250,36.406,9.677,496,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,21,217,79,217
17222,ZCTA5 17222,77650,52.932,13.639,10261,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,621,4553,2410,4553
17223,ZCTA5 17223,38864,25.000,29.268,329,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,48,164,41,164
17224,ZCTA5 17224,117742,68.476,6.582,1731,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,57,866,593,866
17225,ZCTA5 17225,87245,58.016,14.718,20335,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1153,7834,4545,7834
17228,ZCTA5 17228,69688,46.948,19.249,1113,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,82,426,200,426
17229,ZCTA5 17229,64643,42.105,16.667,1229,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,95,570,240,570
17232,ZCTA5 17232,,84.615,15.385,26,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,2,13,11,13
17233,ZCTA5 17233,62849,42.782,29.350,5103,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,673,2293,981,2293
17235,ZCTA5 17235,55458,28.994,24.852,682,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,42,169,49,169
17236,ZCTA5 17236,81074,54.088,20.186,8875,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,674,3339,1806,3339
17237,ZCTA5 17237,75263,50.321,26.442,1672,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,165,624,314,624
17238,ZCTA5 17238,63194,38.822,24.364,1745,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,182,747,290,747
17239,ZCTA5 17239,63333,34.375,19.792,230,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,19,96,33,96
17240,ZCTA5 17240,85469,55.585,14.136,3154,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,162,1146,637,1146
17241,ZCTA5 17241,75371,50.223,21.045,11094,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,898,4267,2143,4267
17243,ZCTA5 17243,49375,39.310,24.138,1156,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,105,435,171,435
17244,ZCTA5 17244,74792,49.765,19.294,2305,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,164,850,423,850
17246,ZCTA5 17246,72331,45.161,0.000,598,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,186,84,186
17247,ZCTA5 17247,51000,26.442,67.788,419,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,141,208,55,208
17249,ZCTA5 17249,74375,49.618,20.611,380,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,27,131,65,131
17250,ZCTA5 17250,,100.000,0.000,56,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,27,27,27
17251,ZCTA5 17251,67083,44.444,55.556,27,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5,9,4,9
17252,ZCTA5 17252,71408,47.814,22.073,4290,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,313,1418,678,1418
17253,ZCTA5 17253,72574,39.490,8.280,453,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,13,157,62,157
17254,ZCTA5 17254,135321,61.386,0.000,497,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,202,124,202
17255,ZCTA5 17255,61667,38.000,8.500,1034,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,34,400,152,400
17257,ZCTA5 17257,71504,46.442,32.096,29116,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3423,10665,4953,10665
17260,ZCTA5 17260,46080,37.813,17.312,1097,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,76,439,166,439
17261,ZCTA5 17261,,,,26,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
17262,ZCTA5 17262,90119,57.233,6.918,921,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,22,318,182,318
17263,ZCTA5 17263,,73.092,22.892,949,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,57,249,182,249
17264,ZCTA5 17264,53026,33.667,12.325,2299,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,123,998,336,998
17265,ZCTA5 17265,41429,19.492,30.508,307,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,36,118,23,118
17266,ZCTA5 17266,59821,37.725,26.946,455,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,45,167,63,167
17267,ZCTA5 17267,77917,52.364,17.182,2917,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,189,1100,576,1100
17268,ZCTA5 17268,69715,44.932,30.547,29096,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3665,11998,5391,11998
17271,ZCTA5 17271,90798,65.591,39.247,486,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,73,186,122,186
17301,ZCTA5 17301,81726,56.530,15.567,4122,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,236,1516,857,1516
17302,ZCTA5 17302,76250,50.382,23.805,2641,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,249,1046,527,1046
17303,ZCTA5 17303,79226,63.277,31.073,439,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,55,177,112,177
17304,ZCTA5 17304,85625,64.516,17.339,3039,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,172,992,640,992
17306,ZCTA5 17306,79375,54.286,23.333,538,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,49,210,114,210
17307,ZCTA5 17307,80274,54.241,19.991,5677,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,436,2181,1183,2181
17309,ZCTA5 17309,76793,52.233,18.945,1953,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,140,739,386,739
17311,ZCTA5 17311,77361,62.319,31.884,152,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,22,69,43,69
17313,ZCTA5 17313,67520,45.691,41.392,11263,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1849,4467,2041,4467
17314,ZCTA5 17314,91176,60.122,12.728,6431,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,293,2302,1384,2302
17315,ZCTA5 17315,81058,53.731,10.554,26434,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1167,11057,5941,11057
17316,ZCTA5 17316,91484,57.722,12.214,8460,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,401,3283,1895,3283
17317,ZCTA5 17317,83824,61.905,10.119,443,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,17,168,104,168
17318,ZCTA5 17318,78603,100.000,60.377,120,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,32,53,53,53
17319,ZCTA5 17319,101610,66.105,8.146,10990,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,348,4272,2824,4272
17320,ZCTA5 17320,87321,55.027,11.588,8103,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,370,3193,1757,3193
17321,ZCTA5 17321,113403,69.050,9.497,2346,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,85,895,618,895
17322,ZCTA5 17322,107816,73.514,4.797,6292,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,117,2439,1793,2439
17323,ZCTA5 17323,55139,20.000,68.889,85,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,31,45,9,45
17324,ZCTA5 17324,73223,47.493,15.427,4469,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,280,1815,862,1815
17325,ZCTA5 17325,79351,52.081,25.700,29857,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2865,11148,5806,11148
17327,ZCTA5 17327,100298,58.210,26.169,8228,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,851,3252,1893,3252
17329,ZCTA5 17329,117070,63.394,2.002,3229,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,21,1049,665,1049
17331,ZCTA5 17331,76661,51.183,23.559,55374,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5268,22361,11445,22361
17339,ZCTA5 17339,97375,58.258,14.077,6389,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,375,2664,1552,2664
17340,ZCTA5 17340,84858,53.286,20.361,11403,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,880,4322,2303,4322
17342,ZCTA5 17342,89200,87.879,21.970,432,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,29,132,116,132
17343,ZCTA5 17343,,100.000,0.000,27,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,0,14,14,14
17344,ZCTA5 17344,71688,44.329,40.249,3770,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,582,1446,641,1446
17345,ZCTA5 17345,83556,55.533,22.248,8106,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,760,3416,1897,3416
17347,ZCTA5 17347,95397,63.648,6.150,6186,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,146,2374,1511,2374
17349,ZCTA5 17349,111401,69.756,10.951,7938,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,319,2913,2032,2913
17350,ZCTA5 17350,78976,52.719,25.550,13219,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1358,5315,2802,5315
17352,ZCTA5 17352,127738,74.783,16.304,1397,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,75,460,344,460
17353,ZCTA5 17353,99219,63.680,22.593,2745,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,237,1049,668,1049
17355,ZCTA5 17355,,34.400,60.800,286,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,76,125,43,125
17356,ZCTA5 17356,85726,56.144,25.501,22457,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2291,8984,5044,8984
17360,ZCTA5 17360,88800,59.825,13.100,6152,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,300,2290,1370,2290
17361,ZCTA5 17361,100368,60.411,19.077,6262,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,492,2579,1558,2579
17362,ZCTA5 17362,96438,62.316,14.038,14020,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,754,5371,3347,5371
17363,ZCTA5 17363,97917,63.507,15.816,8460,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,524,3313,2104,3313
17364,ZCTA5 17364,71799,48.324,19.039,3963,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,301,1581,764,1581
17365,ZCTA5 17365,88843,55.888,11.776,2755,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,126,1070,598,1070
17366,ZCTA5 17366,78026,54.036,22.511,6350,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,502,2230,1205,2230
17368,ZCTA5 17368,87770,58.268,17.208,6768,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,461,2679,1561,2679
17370,ZCTA5 17370,86722,59.586,9.816,6970,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,256,2608,1554,2608
17371,ZCTA5 17371,102978,76.866,2.985,319,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4,134,103,134
17372,ZCTA5 17372,74314,49.079,18.224,3845,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,277,1520,746,1520
17401,ZCTA5 17401,41569,23.448,66.010,18102,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4890,7408,1737,7408
17402,ZCTA5 17402,77134,51.498,27.229,37074,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,3927,14422,7427,14422
17403,ZCTA5 17403,72233,48.374,36.902,40272,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,5729,15525,7510,15525
17404,ZCTA5 17404,75882,50.597,29.265,38973,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4412,15076,7628,15076
17406,ZCTA5 17406,85183,58.178,19.928,24181,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1835,9208,5357,9208
17407,ZCTA5 17407,117864,76.458,20.194,2684,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,187,926,708,926
17408,ZCTA5 17408,87044,56.252,28.360,24670,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2853,10060,5659,10060
17501,ZCTA5 17501,74942,49.949,37.130,4823,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,727,1958,978,1958
17502,ZCTA5 17502,73513,46.614,9.715,2453,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,99,1019,475,1019
17504,ZCTA5 17504,87206,94.118,0.000,99,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,34,32,34
17505,ZCTA5 17505,109514,65.053,38.737,2036,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,184,475,309,475
17506,ZCTA5 17506,,59.441,40.559,446,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,58,143,85,143
17507,ZCTA5 17507,75673,65.217,91.304,183,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,105,115,75,115
17508,ZCTA5 17508,110500,69.298,6.433,1027,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,22,342,237,342
17509,ZCTA5 17509,77188,53.110,33.630,5028,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,492,1463,777,1463
17512,ZCTA5 17512,61130,42.082,36.011,18235,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2806,7792,3279,7792
17516,ZCTA5 17516,108942,61.830,10.526,5241,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,214,2033,1257,2033
17517,ZCTA5 17517,99688,62.526,15.747,15045,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,848,5385,3367,5385
17518,ZCTA5 17518,59352,38.688,32.579,1371,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,144,442,171,442
17519,ZCTA5 17519,95205,62.710,30.457,6868,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,780,2561,1606,2561
17520,ZCTA5 17520,86489,59.748,10.806,5001,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,240,2221,1327,2221
17522,ZCTA5 17522,71865,47.249,33.786,33601,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4605,13630,6440,13630
17527,ZCTA5 17527,92292,61.988,26.566,6479,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,564,2123,1316,2123
17529,ZCTA5 17529,72679,48.630,39.424,4924,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,561,1423,692,1423
17532,ZCTA5 17532,87857,69.885,10.229,3345,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,125,1222,854,1222
17534,ZCTA5 17534,,,,0,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
17535,ZCTA5 17535,105506,66.867,27.136,2651,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,181,667,446,667
17536,ZCTA5 17536,69500,47.468,11.031,3680,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,122,1106,525,1106
17538,ZCTA5 17538,96463,57.580,10.768,7121,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,331,3074,1770,3074
17540,ZCTA5 17540,83229,52.645,40.097,11172,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1569,3913,2060,3913
17543,ZCTA5 17543,94609,61.102,27.023,45606,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,4872,18029,11016,18029
17545,ZCTA5 17545,87589,56.644,16.790,23257,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1549,9226,5226,9226
17547,ZCTA5 17547,90801,58.088,28.400,9100,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,992,3493,2029,3493
17550,ZCTA5 17550,,43.151,12.329,296,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,18,146,63,146
17551,ZCTA5 17551,69729,45.893,43.508,11884,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1642,3774,1732,3774
17552,ZCTA5 17552,89776,60.005,28.643,19747,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,2402,8386,5032,8386
17554,ZCTA5 17554,95516,63.062,31.448,7561,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,951,3024,1907,3024
17555,ZCTA5 17555,108010,66.778,13.002,6694,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,272,2092,1397,2092
17557,ZCTA5 17557,78717,52.920,29.294,15229,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1535,5240,2773,5240
17560,ZCTA5 17560,63963,43.764,11.171,5452,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,206,1844,807,1844
17562,ZCTA5 17562,105117,63.875,23.604,4187,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,279,1182,755,1182
17563,ZCTA5 17563,86369,54.227,20.154,3806,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,236,1171,635,1171
17565,ZCTA5 17565,104531,63.720,5.281,2335,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,46,871,555,871
17566,ZCTA5 17566,73545,49.085,29.319,12276,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1249,4260,2091,4260
17568,ZCTA5 17568,,,,0,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Occupied count is 0.; Household total is 0.; Median income suppressed: fell into the lowest or highest interval (suppressed).,0,0,0,0
17569,ZCTA5 17569,92480,63.913,6.430,7136,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,165,2566,1640,2566
17570,ZCTA5 17570,89417,64.935,0.000,225,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,0,77,50,77
17572,ZCTA5 17572,79613,56.619,22.315,3774,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,268,1201,680,1201
17576,ZCTA5 17576,,100.000,43.902,109,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,18,41,41,41
17578,ZCTA5 17578,78750,58.066,22.200,7716,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,567,2554,1483,2554
17579,ZCTA5 17579,82298,56.187,17.965,6373,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,392,2182,1226,2182
17581,ZCTA5 17581,,72.093,50.000,203,2023,acs/acs5,2025-12-29T00:01:22.542144Z,missing,Median income suppressed: fell into the lowest or highest interval (suppressed).,43,86,62,86
17582,ZCTA5 17582,104659,78.166,7.278,1711,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,50,687,537,687
17584,ZCTA5 17584,106363,68.302,41.936,11776,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,1958,4669,3189,4669
17601,ZCTA5 17601,96433,63.368,28.178,56348,2023,acs/acs5,2025-12-29T00:01:22.542144Z,ok,,6369,22603,14323,22603
